stress_score,burnout_score,work_hours_per_week,sleep_hours_per_night,work_mode
9.3,6.9,40,6.3,Hybrid
7.5,5.0,42,5.6,On-site
4.8,3.9,51,7.1,Hybrid
6.7,6.3,47,6.6,Hybrid
5.9,3.5,46,7.6,Remote
6.8,4.4,43,5.8,Remote
5.8,6.6,47,5.3,Remote
8.2,5.9,48,5.3,Hybrid
10.0,10.0,53,5.3,Hybrid
9.9,8.5,52,6.0,Remote
2.6,0.1,40,6.8,Hybrid
3.4,2.6,48,7.0,Remote
9.7,10.0,52,3.8,Remote
8.0,6.8,49,6.8,Hybrid
10.0,8.1,53,6.8,Remote
9.0,10.0,55,3.5,Remote
9.4,10.0,53,5.7,Hybrid
4.2,3.6,48,7.6,Remote
9.7,10.0,44,3.6,Hybrid
3.4,0.0,50,7.6,Remote
6.8,3.2,46,4.7,Hybrid
7.6,4.5,42,7.3,Remote
9.1,7.3,53,6.5,On-site
6.2,4.7,41,6.0,On-site
5.0,4.0,35,6.0,On-site
6.8,6.1,45,7.4,Remote
5.5,2.2,47,6.2,Hybrid
4.0,0.2,42,7.1,On-site
6.5,6.2,38,6.1,Remote
5.7,6.2,43,6.6,Remote
10.0,8.4,48,5.3,Remote
8.4,8.7,51,5.4,On-site
8.0,5.8,46,6.4,Remote
4.0,0.0,40,6.7,Remote
6.9,7.2,52,5.2,Remote
5.8,2.7,35,6.0,On-site
9.0,8.2,47,6.7,Hybrid
3.1,1.3,38,7.9,Hybrid
10.0,7.3,48,6.5,Remote
4.5,3.6,48,6.2,Hybrid
6.7,3.9,40,5.3,Hybrid
4.3,1.6,47,5.6,Remote
9.6,10.0,44,5.6,Hybrid
7.3,6.3,49,6.2,Hybrid
10.0,9.2,56,6.6,Hybrid
7.5,6.2,38,4.6,Remote
10.0,8.5,48,7.3,Hybrid
9.2,10.0,47,5.1,Remote
7.4,9.1,45,6.3,Hybrid
6.9,6.8,51,6.8,Remote
5.7,1.7,47,6.3,Remote
6.6,6.0,43,5.4,On-site
6.1,3.1,48,7.4,On-site
6.3,4.3,51,6.2,Hybrid
2.5,1.2,51,6.7,On-site
7.4,2.8,50,7.0,Hybrid
10.0,7.5,44,5.1,Hybrid
6.3,3.9,40,6.2,Remote
8.8,8.6,46,6.2,Remote
8.2,6.9,49,6.1,Remote
6.4,4.6,51,5.9,Remote
8.9,6.2,53,7.4,Remote
8.8,10.0,49,4.9,Remote
5.7,4.7,42,6.2,Hybrid
8.3,8.0,51,4.6,Remote
9.2,7.0,55,4.6,On-site
8.1,5.8,52,6.1,Remote
4.8,2.6,46,4.7,On-site
3.1,2.2,40,6.5,Remote
7.6,3.3,44,6.8,On-site
8.4,6.5,49,5.9,Hybrid
8.6,8.2,56,6.2,On-site
8.1,3.1,47,7.3,Remote
4.0,0.0,42,5.9,Remote
8.0,4.1,53,5.8,Remote
7.1,5.6,48,7.0,Remote
10.0,9.4,52,6.4,On-site
8.1,6.4,46,5.2,Remote
8.7,8.2,49,6.9,On-site
5.1,2.8,52,7.6,Hybrid
9.7,7.5,51,5.7,On-site
3.8,1.8,40,6.9,Remote
2.8,1.8,45,6.7,Remote
8.3,6.3,46,6.6,Remote
8.7,7.2,47,5.1,Remote
5.0,3.2,39,6.6,Hybrid
10.0,8.7,55,4.1,On-site
6.4,2.8,42,7.1,On-site
6.6,5.7,45,5.9,Hybrid
3.5,4.2,56,5.7,Remote
6.6,6.5,50,5.8,Hybrid
8.7,6.9,45,6.3,Hybrid
7.3,7.1,52,5.0,On-site
6.7,3.7,37,6.4,Hybrid
6.6,6.1,48,5.3,Remote
8.7,8.0,47,4.8,Remote
9.2,6.3,52,6.7,On-site
5.3,5.1,45,6.3,Remote
3.3,1.3,52,6.0,Hybrid
10.0,10.0,49,5.8,Hybrid
6.5,3.6,51,6.9,On-site
6.9,4.7,52,5.8,On-site
5.5,3.7,44,6.0,On-site
10.0,8.7,51,5.9,Hybrid
6.9,2.7,42,6.3,Remote
10.0,9.2,53,6.3,Hybrid
8.7,6.2,51,6.0,On-site
7.4,5.6,48,5.2,On-site
8.4,7.7,44,6.9,Hybrid
3.3,1.9,44,6.0,Hybrid
6.3,7.5,48,3.8,Remote
9.3,8.1,45,6.6,Hybrid
7.2,4.9,47,4.3,Remote
9.9,8.1,48,7.0,Remote
9.9,7.2,50,6.6,Remote
9.0,5.9,51,7.3,Remote
7.0,6.5,52,6.3,Remote
6.8,4.8,48,7.1,Hybrid
5.4,1.7,45,7.0,On-site
5.0,5.4,42,7.0,Remote
2.7,0.2,49,6.5,Hybrid
9.4,7.5,47,7.2,Remote
10.0,8.4,56,5.1,Hybrid
7.6,8.2,51,6.1,On-site
8.9,10.0,43,4.1,Remote
5.8,0.7,41,6.4,Hybrid
6.1,5.3,49,4.6,On-site
8.7,7.1,42,7.0,Remote
5.2,4.7,44,7.0,Hybrid
9.6,6.7,53,7.7,Remote
8.7,6.6,59,7.1,Hybrid
9.7,7.5,46,5.1,Remote
4.4,5.4,40,6.5,Hybrid
7.2,3.0,43,5.4,Remote
9.7,8.0,46,5.1,Hybrid
7.7,4.4,39,7.0,Hybrid
7.8,6.4,49,5.0,On-site
3.9,0.0,48,7.8,Remote
2.9,0.0,41,7.6,Hybrid
10.0,7.8,46,7.2,Hybrid
10.0,9.1,53,5.2,On-site
10.0,9.5,48,5.7,Remote
9.7,7.8,54,5.4,Remote
8.0,6.3,51,5.4,Hybrid
8.5,7.2,46,4.5,Hybrid
10.0,4.6,47,8.0,Remote
7.6,5.3,46,5.2,Remote
9.5,9.4,51,6.3,Remote
5.8,4.9,56,7.8,Remote
9.7,7.8,47,5.9,Remote
10.0,9.5,50,6.8,Hybrid
10.0,8.2,47,4.5,On-site
4.2,1.5,48,7.6,Hybrid
10.0,8.2,53,4.6,Remote
7.0,5.0,39,5.2,Hybrid
10.0,10.0,46,6.1,Remote
7.5,6.8,46,7.3,Remote
10.0,9.6,56,6.7,Hybrid
7.9,4.0,50,7.3,On-site
10.0,8.5,50,6.2,On-site
10.0,7.6,47,4.8,On-site
2.3,1.6,49,6.5,On-site
6.7,3.9,43,5.7,Hybrid
10.0,6.7,51,5.5,Remote
6.2,7.7,42,5.1,Remote
3.3,0.1,40,7.1,Remote
9.1,6.0,53,4.9,Hybrid
7.1,3.9,47,6.7,Hybrid
6.3,5.6,39,7.1,Hybrid
7.0,5.5,41,5.7,Hybrid
6.7,4.8,53,6.2,Remote
10.0,4.3,48,7.0,Remote
6.6,5.5,48,4.8,Remote
9.8,8.8,48,5.3,Remote
7.1,5.3,49,6.5,Hybrid
7.2,2.0,48,9.3,Hybrid
3.7,0.9,49,5.7,On-site
5.9,4.6,44,7.2,Hybrid
9.2,6.4,53,5.4,Hybrid
2.7,3.1,50,5.4,Hybrid
7.5,5.9,45,6.5,On-site
10.0,8.8,51,6.1,Hybrid
10.0,10.0,52,7.0,Hybrid
7.4,5.6,50,5.6,Hybrid
4.7,4.9,47,6.5,Remote
4.8,4.6,50,8.0,Remote
4.1,1.3,53,6.8,On-site
4.0,2.5,40,6.0,On-site
9.3,7.5,53,5.0,Remote
3.9,2.8,45,5.5,Remote
7.7,4.1,41,5.2,On-site
8.2,5.0,39,6.3,Hybrid
3.8,4.1,53,5.0,Hybrid
4.4,0.0,46,7.9,On-site
7.4,7.3,52,4.9,Remote
3.4,3.5,53,5.8,Hybrid
8.2,5.8,45,5.1,Hybrid
2.7,0.0,42,7.2,Hybrid
5.8,5.1,47,5.2,Hybrid
10.0,10.0,52,4.9,On-site
9.4,8.4,48,4.4,Hybrid
10.0,8.6,52,6.0,Hybrid
9.5,9.7,49,6.2,Hybrid
5.8,2.8,40,6.0,Hybrid
9.9,10.0,55,4.9,Remote
6.4,5.7,49,6.7,Hybrid
1.8,0.0,37,7.0,Hybrid
3.9,0.0,38,6.7,On-site
6.7,3.1,36,5.8,On-site
4.7,3.1,41,4.8,Hybrid
7.5,7.7,42,4.3,Remote
9.2,6.7,46,4.8,Remote
7.9,6.7,60,5.4,Hybrid
7.3,6.8,46,6.5,Hybrid
4.8,3.1,44,5.2,Remote
5.9,5.0,44,5.7,Remote
6.6,9.1,56,6.8,On-site
7.7,3.6,40,6.0,Remote
7.9,6.6,42,4.8,On-site
6.6,3.9,44,5.9,Remote
7.1,5.6,50,6.2,Remote
8.3,7.8,45,5.0,Remote
10.0,7.0,41,4.8,Hybrid
4.1,2.2,38,5.5,On-site
8.7,7.5,49,4.5,Hybrid
7.2,4.6,44,7.1,Hybrid
7.4,4.4,49,6.1,Hybrid
2.6,0.2,54,7.2,Hybrid
3.4,1.8,43,5.5,Remote
8.9,7.4,54,7.1,On-site
3.8,1.2,45,5.1,On-site
6.7,5.6,52,4.7,Hybrid
9.3,9.1,43,4.9,Hybrid
5.7,3.5,48,6.1,Hybrid
9.3,9.2,48,6.1,On-site
10.0,9.2,45,6.9,Hybrid
10.0,10.0,55,7.4,Hybrid
7.0,5.0,58,6.5,On-site
2.9,1.4,45,6.3,Remote
7.9,6.3,50,5.6,Hybrid
8.2,5.1,43,5.9,Remote
7.6,4.1,48,6.1,Remote
5.8,5.5,43,5.7,Remote
4.7,5.6,45,7.0,Remote
9.0,8.5,55,5.1,Remote
6.6,3.6,49,4.2,Hybrid
10.0,9.7,51,5.9,Remote
10.0,8.6,45,4.8,On-site
6.5,4.0,40,5.9,Hybrid
10.0,10.0,49,6.2,Hybrid
9.0,7.4,50,3.4,Remote
7.5,6.4,45,5.6,Remote
10.0,10.0,69,5.8,Remote
7.4,3.6,45,5.4,Hybrid
4.9,0.8,51,6.4,Remote
8.2,4.2,43,7.5,On-site
7.9,6.5,52,5.3,Remote
6.9,5.3,48,6.9,On-site
5.4,0.6,51,7.0,Remote
3.5,2.6,43,5.7,Hybrid
7.6,5.0,41,6.9,Hybrid
10.0,9.6,57,5.3,Hybrid
6.3,2.6,41,5.2,Remote
7.0,7.5,46,6.4,On-site
10.0,7.5,48,6.1,Hybrid
9.2,8.1,44,5.8,On-site
7.0,6.0,54,6.2,Hybrid
10.0,8.5,53,6.3,Hybrid
4.2,1.5,37,5.4,Remote
7.4,8.0,51,5.0,Hybrid
7.9,4.8,52,6.4,Remote
7.0,4.0,39,4.9,On-site
10.0,8.9,43,5.9,Hybrid
5.8,2.7,49,5.7,Remote
2.7,0.0,54,6.5,Hybrid
8.0,6.2,47,6.0,Remote
4.6,1.8,53,6.5,Remote
5.5,3.1,44,7.3,Remote
6.2,3.9,39,6.4,Hybrid
6.3,5.8,54,4.6,On-site
8.1,6.0,51,5.2,On-site
9.3,8.5,52,6.0,Remote
1.4,2.6,44,6.9,On-site
5.8,3.1,49,6.4,On-site
5.4,2.7,47,6.0,Hybrid
4.5,1.4,39,6.7,Remote
6.3,2.3,43,6.9,Hybrid
5.7,1.8,38,7.1,On-site
4.2,4.5,52,5.4,Hybrid
8.1,6.8,51,5.9,Hybrid
10.0,8.9,46,3.4,Hybrid
5.5,3.2,50,6.3,Hybrid
9.2,6.3,45,6.5,Hybrid
2.8,0.3,39,7.0,Hybrid
10.0,8.7,50,6.1,Hybrid
6.7,6.9,48,4.5,Hybrid
4.1,4.6,43,5.0,On-site
10.0,10.0,49,6.0,On-site
5.5,5.2,50,7.9,On-site
7.0,6.0,47,5.7,Hybrid
10.0,10.0,54,5.8,Hybrid
3.7,1.6,35,5.3,Hybrid
7.7,7.4,49,8.2,On-site
8.6,7.6,48,5.1,On-site
7.3,4.3,41,7.3,On-site
7.2,6.7,52,5.6,On-site
7.4,3.7,44,8.1,On-site
10.0,9.7,51,6.3,Hybrid
8.6,9.2,53,5.6,Hybrid
10.0,7.8,51,6.6,Remote
2.5,2.3,45,6.1,Remote
8.7,4.8,45,4.3,Hybrid
3.0,4.0,43,5.3,On-site
3.8,3.4,48,5.7,Remote
7.4,5.4,39,7.1,Remote
7.3,5.5,45,5.4,Remote
7.1,3.6,47,6.2,Remote
3.9,1.7,47,6.6,Hybrid
6.7,6.3,37,5.5,Hybrid
3.2,1.0,39,5.7,Remote
6.2,3.6,41,3.8,Hybrid
10.0,10.0,50,5.4,Remote
2.5,1.1,51,6.8,Remote
6.1,5.4,41,5.0,Remote
10.0,7.8,49,6.3,Hybrid
4.7,2.3,42,6.3,Remote
7.6,6.3,52,7.1,Hybrid
7.5,4.8,54,7.4,Remote
6.9,4.3,45,6.8,On-site
2.0,0.2,43,7.2,Remote
6.2,5.2,55,6.8,Remote
4.3,1.4,44,6.3,On-site
6.2,7.5,51,5.0,Hybrid
9.1,6.4,50,5.3,Hybrid
7.3,6.9,43,5.8,Hybrid
4.9,4.9,48,5.1,Hybrid
6.7,6.9,35,6.0,Remote
10.0,9.7,50,7.9,Remote
10.0,7.6,47,6.6,Remote
10.0,8.5,50,6.6,Hybrid
7.6,7.6,46,5.3,On-site
7.6,4.7,56,6.0,Hybrid
5.4,3.9,50,6.0,Hybrid
8.5,4.3,48,5.8,Remote
8.8,8.2,41,5.3,Remote
5.2,4.2,45,6.8,On-site
7.4,5.3,45,4.9,On-site
8.7,4.2,47,6.7,Remote
5.6,2.6,53,5.8,Remote
10.0,8.9,49,5.3,Hybrid
6.9,4.5,54,5.8,Hybrid
8.4,5.0,41,6.6,On-site
7.5,6.1,47,7.2,Remote
8.4,5.3,47,5.6,Remote
5.0,2.3,35,5.6,On-site
7.8,2.6,40,5.6,Remote
10.0,8.9,53,6.7,Hybrid
6.6,5.0,40,5.9,Remote
6.3,5.2,45,5.0,Hybrid
8.3,5.3,45,6.8,Hybrid
9.5,6.6,53,7.3,On-site
6.5,5.7,46,3.7,Hybrid
4.5,3.8,51,6.0,Remote
7.0,7.0,44,5.4,Remote
7.7,4.8,43,6.9,On-site
7.2,7.4,48,4.9,On-site
6.0,2.0,42,6.9,Remote
5.3,4.7,46,5.4,On-site
8.5,6.9,44,5.7,Remote
10.0,9.0,51,5.7,Hybrid
6.9,5.2,49,5.3,On-site
3.0,1.2,45,6.2,Hybrid
7.1,4.1,46,6.2,On-site
8.8,5.9,49,6.7,On-site
3.2,0.0,43,6.7,Remote
4.7,3.3,42,6.8,On-site
10.0,10.0,51,5.3,Remote
9.6,10.0,53,5.1,On-site
6.8,4.7,48,5.2,Remote
3.1,0.2,42,6.9,On-site
6.5,3.4,39,5.8,Remote
5.0,2.8,46,8.0,Hybrid
10.0,9.7,50,6.4,On-site
9.5,10.0,54,4.4,Remote
7.2,3.1,45,5.7,Remote
9.0,10.0,54,4.8,On-site
5.7,5.5,50,5.2,Remote
4.5,3.5,42,6.2,Hybrid
6.8,4.8,43,6.7,Remote
5.5,4.7,52,6.8,Hybrid
8.4,7.7,48,4.5,Hybrid
9.1,7.8,42,5.6,Remote
2.9,0.9,42,6.2,Remote
4.3,4.5,45,5.3,Hybrid
4.9,2.6,48,7.1,Hybrid
4.6,2.6,47,6.9,On-site
3.8,2.7,52,7.1,On-site
4.1,1.8,41,6.1,On-site
5.6,1.7,43,6.7,Remote
6.8,4.9,52,6.8,Remote
5.7,4.5,42,6.3,Hybrid
8.1,4.7,48,5.7,Remote
6.2,3.2,42,6.2,Hybrid
2.6,0.6,46,6.3,Hybrid
7.1,3.9,46,6.4,Hybrid
6.6,4.5,44,6.1,Hybrid
8.3,6.9,45,4.2,On-site
10.0,7.2,45,7.9,On-site
3.3,0.8,42,6.9,Remote
9.9,7.7,52,4.7,Hybrid
9.2,9.7,54,3.8,On-site
6.1,3.5,47,6.6,On-site
4.3,5.0,42,6.2,Hybrid
10.0,9.2,46,5.3,Remote
5.7,6.3,47,5.7,Hybrid
7.7,5.9,43,6.9,On-site
2.6,0.8,44,7.6,Hybrid
5.6,5.0,44,6.1,Hybrid
5.5,3.9,52,8.4,Hybrid
6.0,6.0,46,6.5,Remote
5.7,5.0,42,5.4,On-site
8.4,4.1,43,7.3,Remote
5.7,3.2,43,6.8,Remote
4.6,2.5,42,7.2,On-site
9.3,7.9,50,4.7,Hybrid
7.0,5.0,43,5.2,Remote
5.8,2.6,43,5.9,Remote
4.3,1.9,44,7.5,Remote
3.4,3.0,47,6.7,Hybrid
6.9,6.8,45,5.9,Hybrid
4.6,3.7,42,6.8,Hybrid
10.0,9.6,52,4.9,Hybrid
7.4,4.1,46,5.7,Hybrid
7.8,3.9,40,5.2,On-site
4.8,0.6,50,6.7,On-site
4.6,0.8,40,7.9,Hybrid
7.6,6.5,49,6.4,On-site
9.1,8.3,42,6.4,Remote
7.3,7.2,48,5.7,Hybrid
9.0,6.1,51,5.6,Remote
3.5,3.8,42,6.6,Hybrid
9.5,7.4,46,5.8,Hybrid
10.0,7.6,45,5.8,Hybrid
7.2,8.7,58,6.5,Hybrid
5.3,5.2,39,3.8,Hybrid
9.2,7.2,58,6.0,Remote
9.6,6.6,46,5.9,Hybrid
10.0,10.0,50,6.9,Hybrid
10.0,10.0,60,6.2,Remote
9.9,9.4,49,4.4,On-site
8.1,2.0,38,6.7,Hybrid
8.8,5.2,41,6.1,Hybrid
10.0,9.6,50,6.1,On-site
7.7,8.0,52,6.2,Remote
7.9,6.1,45,5.6,Remote
8.0,6.5,54,7.6,Remote
8.5,8.0,49,4.7,Remote
10.0,8.2,39,4.9,Hybrid
9.1,7.8,55,6.2,Hybrid
10.0,10.0,56,5.6,Hybrid
4.0,3.8,45,5.6,Remote
8.4,4.5,42,6.6,Hybrid
4.5,2.8,51,7.1,Remote
4.7,2.1,47,5.9,Remote
5.9,6.1,50,7.2,Remote
3.6,1.7,43,7.7,Hybrid
10.0,10.0,49,5.4,Remote
6.2,4.6,63,6.0,Hybrid
8.6,8.6,55,6.6,Remote
6.3,3.2,41,5.6,On-site
5.0,0.4,39,7.3,On-site
5.7,2.7,44,7.2,Hybrid
8.8,8.7,51,6.7,On-site
7.5,5.8,40,5.5,On-site
10.0,8.1,42,5.6,Hybrid
10.0,9.5,60,7.8,Remote
8.6,7.9,54,5.4,On-site
9.8,7.1,50,5.4,Remote
6.7,5.4,47,6.0,Hybrid
5.1,2.8,41,5.0,Hybrid
6.9,5.4,46,6.3,On-site
10.0,7.4,43,5.6,Hybrid
9.1,8.6,47,5.6,Remote
6.6,4.3,52,6.0,Hybrid
5.4,3.9,41,7.1,On-site
10.0,9.8,51,6.7,Remote
5.0,3.9,49,5.9,Remote
6.4,3.8,48,5.3,On-site
7.0,7.9,57,5.6,Hybrid
4.0,3.8,52,7.5,Remote
6.7,7.0,49,4.3,Hybrid
2.2,1.4,47,6.1,Remote
9.9,8.1,52,5.8,On-site
7.1,4.1,49,5.9,Remote
10.0,10.0,51,4.0,On-site
7.0,6.2,52,4.9,Hybrid
10.0,9.7,49,5.3,On-site
8.9,9.4,46,4.6,Hybrid
7.2,8.2,54,6.0,Hybrid
9.2,4.8,47,6.5,Remote
6.7,6.6,45,6.0,On-site
5.5,3.3,45,6.2,Hybrid
7.3,4.1,42,3.7,Remote
10.0,8.0,42,6.1,On-site
6.8,4.9,47,7.2,Hybrid
5.9,2.2,46,6.4,Hybrid
9.1,9.1,52,5.8,Hybrid
10.0,8.8,53,7.5,Remote
7.9,5.5,51,5.9,Hybrid
4.0,4.8,46,6.8,Hybrid
6.4,5.9,57,6.0,On-site
10.0,7.5,46,5.7,Hybrid
5.3,3.7,37,6.0,Hybrid
7.5,8.8,46,4.6,Remote
4.1,2.1,46,5.0,On-site
7.4,6.3,38,6.2,Hybrid
9.1,5.5,43,5.8,Hybrid
7.9,4.6,48,6.7,Remote
5.2,2.2,47,8.0,Remote
3.3,2.1,48,7.3,Hybrid
10.0,9.0,46,5.1,On-site
6.5,7.3,51,6.5,On-site
10.0,10.0,47,5.6,Remote
10.0,10.0,59,4.4,On-site
4.8,0.1,44,8.3,On-site
9.2,7.4,45,6.5,Hybrid
8.4,7.4,57,5.8,On-site
10.0,9.0,47,5.8,On-site
10.0,8.7,55,6.1,Hybrid
5.0,1.9,44,6.3,On-site
6.4,5.9,51,6.1,Hybrid
10.0,7.5,49,5.9,Hybrid
6.1,6.1,46,6.0,Remote
8.0,7.6,62,7.1,Remote
7.1,6.7,53,5.9,Hybrid
2.7,0.4,35,5.8,Hybrid
8.2,7.3,52,5.7,Hybrid
10.0,8.8,43,5.5,On-site
5.8,3.4,42,6.6,Hybrid
10.0,7.4,39,5.2,On-site
8.9,4.1,45,6.1,Hybrid
10.0,6.9,47,7.2,Remote
4.4,4.1,46,4.8,Remote
10.0,10.0,58,6.2,Remote
10.0,10.0,54,5.1,On-site
7.1,4.8,35,7.8,On-site
8.4,7.3,46,6.6,Remote
5.6,3.2,45,7.1,Remote
7.1,3.9,47,4.2,Remote
7.8,7.7,36,5.9,Hybrid
9.3,5.6,40,5.1,On-site
5.5,2.5,44,6.3,Remote
5.3,3.6,45,6.8,Hybrid
7.9,8.0,46,5.8,Hybrid
6.2,6.4,52,5.9,Remote
4.0,4.8,44,6.0,On-site
10.0,9.1,53,6.6,Hybrid
3.5,1.8,38,6.9,On-site
5.6,5.0,43,4.7,Hybrid
3.7,4.9,40,4.0,On-site
7.3,4.3,42,7.4,Remote
8.9,6.2,52,6.6,Hybrid
9.7,10.0,49,5.4,On-site
4.1,0.0,37,7.1,Remote
8.7,5.9,42,5.9,Remote
10.0,9.2,49,6.3,Hybrid
8.9,5.9,47,6.0,Remote
4.8,0.0,41,7.6,On-site
6.1,1.7,43,6.9,Hybrid
7.1,5.8,41,6.1,On-site
7.3,7.3,47,3.8,Hybrid
4.8,2.2,35,6.3,Remote
5.3,5.1,48,5.7,Hybrid
7.9,7.2,50,5.3,On-site
5.2,0.8,50,7.2,Hybrid
10.0,7.6,63,6.6,Hybrid
7.8,10.0,54,4.9,Remote
9.2,5.2,48,5.9,Remote
5.3,3.1,44,5.2,Remote
4.8,3.5,43,7.7,On-site
5.1,2.7,49,5.6,Hybrid
2.4,0.1,48,5.8,On-site
7.1,5.6,40,5.0,Hybrid
3.6,0.0,44,6.6,Remote
10.0,10.0,43,5.0,Hybrid
6.3,1.6,43,7.5,Remote
10.0,7.6,46,5.3,Remote
7.1,3.3,45,5.9,Remote
5.9,4.3,51,6.0,Hybrid
7.4,4.0,41,6.2,Hybrid
10.0,8.1,51,5.6,Hybrid
4.1,3.3,43,4.4,Remote
10.0,8.0,43,5.7,On-site
7.3,4.4,40,6.3,Hybrid
9.1,9.9,45,5.4,On-site
10.0,10.0,56,7.6,Remote
7.4,2.4,40,7.1,Remote
10.0,10.0,54,5.8,Remote
7.7,6.2,44,5.8,Remote
8.0,8.0,45,4.4,Hybrid
6.5,6.5,51,7.0,On-site
9.5,7.8,54,5.7,Hybrid
7.6,5.8,51,5.8,Hybrid
4.0,0.4,44,6.4,Hybrid
8.2,5.3,49,7.8,Hybrid
5.4,2.6,45,5.3,Hybrid
6.9,4.4,43,5.3,Hybrid
9.5,7.9,54,3.9,Hybrid
6.8,5.0,44,5.4,On-site
6.5,3.1,50,7.2,Remote
10.0,10.0,54,3.6,Remote
10.0,10.0,39,4.6,Remote
4.3,1.0,48,8.2,Hybrid
10.0,10.0,52,6.2,Hybrid
4.7,2.1,48,5.7,Hybrid
10.0,7.6,47,4.8,On-site
3.4,4.6,42,6.4,Remote
4.3,2.0,48,6.2,Remote
1.4,0.2,44,5.8,Hybrid
6.7,5.0,48,6.5,On-site
10.0,9.7,53,5.2,Remote
10.0,8.7,51,6.4,Remote
7.3,6.8,51,5.0,Remote
7.8,9.0,55,5.6,Remote
5.4,5.0,46,6.3,Remote
5.3,4.2,36,6.8,Remote
7.2,3.9,54,7.1,Hybrid
7.5,6.0,48,5.8,Remote
4.3,3.2,46,7.6,Hybrid
9.1,5.0,43,6.4,On-site
7.3,6.9,43,5.9,Remote
5.3,2.5,38,6.3,Remote
6.4,6.3,55,6.0,Hybrid
6.9,5.1,44,6.3,On-site
10.0,8.2,47,5.6,Hybrid
5.8,6.6,51,6.4,On-site
3.5,0.3,52,8.0,Hybrid
8.1,9.0,53,6.7,Hybrid
9.7,7.1,52,6.7,On-site
6.2,4.8,43,6.6,Remote
7.8,7.2,51,3.9,Hybrid
4.4,2.2,41,6.4,Remote
8.9,4.5,42,6.8,Hybrid
8.0,5.9,50,5.7,Hybrid
9.4,10.0,56,5.3,On-site
2.5,3.8,41,4.7,Hybrid
2.6,1.4,49,7.8,On-site
3.8,3.2,47,4.9,On-site
10.0,6.7,46,5.9,Hybrid
7.0,4.2,55,6.5,Remote
7.5,7.7,51,6.5,Hybrid
6.9,5.3,48,5.1,Hybrid
5.0,5.2,54,5.3,On-site
4.9,0.0,50,8.4,Remote
7.0,4.0,56,6.8,Remote
7.9,5.9,42,5.0,Hybrid
10.0,9.0,53,6.6,Hybrid
10.0,8.9,46,5.7,Remote
6.2,2.9,46,7.5,On-site
7.0,2.9,47,6.8,Remote
8.7,8.8,50,5.9,On-site
9.1,7.6,44,4.3,Hybrid
8.3,5.7,52,7.2,Hybrid
5.8,3.5,47,7.4,Hybrid
9.2,8.3,55,4.7,Remote
5.1,1.5,48,7.6,On-site
5.6,4.5,46,4.8,On-site
6.6,3.1,48,6.0,Remote
3.7,2.7,45,6.2,Hybrid
5.2,0.0,45,8.5,On-site
9.6,9.4,55,7.0,On-site
6.2,4.7,46,6.2,On-site
5.2,3.8,45,5.6,On-site
6.8,5.8,48,5.7,On-site
10.0,9.9,48,3.3,Hybrid
8.9,8.8,55,6.1,Hybrid
9.5,6.6,52,4.7,On-site
10.0,10.0,61,6.0,On-site
8.0,6.8,51,4.0,Remote
7.0,6.6,48,6.0,Hybrid
10.0,5.4,49,7.0,On-site
8.1,4.4,52,6.9,Hybrid
10.0,10.0,51,5.4,On-site
6.0,3.2,35,8.0,Remote
7.6,7.1,40,4.6,Remote
5.8,2.2,46,6.7,Hybrid
10.0,9.8,54,5.8,Remote
10.0,7.6,48,5.5,Hybrid
6.5,4.0,48,5.1,On-site
8.8,7.4,41,5.2,Remote
3.6,0.8,41,5.7,Remote
6.9,5.1,50,6.8,On-site
8.5,7.8,48,6.0,Remote
6.9,4.1,42,7.5,Remote
6.0,4.2,43,5.6,Remote
7.1,5.2,41,6.9,Remote
8.4,9.0,46,5.4,On-site
7.5,4.0,49,6.3,Hybrid
7.1,4.9,47,6.0,Remote
10.0,10.0,51,5.3,Remote
10.0,10.0,55,3.6,Hybrid
7.7,2.5,46,5.6,Remote
9.3,7.9,44,5.4,Remote
7.7,6.2,45,6.2,On-site
7.2,6.4,44,5.4,Remote
5.5,4.5,50,5.6,Remote
6.0,4.6,42,6.7,Hybrid
8.0,5.0,49,5.3,Remote
7.3,5.5,45,5.8,On-site
10.0,10.0,61,3.7,On-site
9.3,7.2,50,4.9,Hybrid
8.4,7.6,48,5.0,On-site
7.1,4.8,50,7.1,On-site
6.6,5.1,45,7.2,Hybrid
8.2,6.8,36,4.4,Remote
2.6,0.0,43,7.0,Remote
10.0,8.3,51,5.8,Remote
9.4,10.0,60,3.8,On-site
5.4,4.3,47,6.6,On-site
5.6,4.2,46,5.7,Hybrid
3.5,0.0,35,7.1,On-site
4.8,1.8,45,7.0,Hybrid
10.0,10.0,59,4.4,Remote
5.2,2.9,45,6.3,Remote
7.9,8.6,50,3.6,Hybrid
5.6,3.5,38,5.5,Hybrid
6.9,4.2,43,5.6,Hybrid
5.1,4.0,49,5.7,Remote
8.7,5.8,53,7.9,On-site
8.1,5.7,51,6.3,Hybrid
9.7,10.0,55,8.5,Remote
8.1,7.6,43,3.5,Remote
6.2,3.3,43,5.0,Remote
9.1,2.5,44,7.9,Remote
4.6,0.7,43,6.3,Remote
10.0,10.0,47,5.2,On-site
3.4,0.5,44,7.8,Hybrid
5.1,2.3,52,6.8,On-site
7.6,7.3,46,6.9,On-site
9.5,9.2,47,5.9,Remote
4.8,1.3,47,6.4,Remote
9.0,5.9,52,7.3,Remote
5.2,4.0,41,5.7,Remote
8.3,6.9,52,5.8,Hybrid
