job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
Cybersecurity Engineer,Lead,10,8.1,Small (51-200),Cybersecurity,Hybrid,57117,55,6.1,7,5.7,1,11,0,0,1,7.8,4.6,4.5,5.5,3.5,7.7
Data Scientist,Manager,2,3.5,Small (51-200),SaaS / Cloud,Remote,175916,44,5.9,16,6.6,2,16,0,0,1,7.9,6.9,4.0,6.1,7.5,5.3
Data Analyst,Lead,18,2.0,Large (1001-5000),Fintech,Remote,40651,49,4.8,13,6.2,7,13,0,0,1,7.7,5.1,1.0,2.6,7.4,8.3
Software Engineer,Mid,14,0.4,Mid (201-1000),SaaS / Cloud,Remote,67052,52,1.4,21,5.8,5,13,1,0,0,1.5,3.8,6.6,4.1,10.0,7.5
Cybersecurity Engineer,Junior,16,0.1,Small (51-200),E-commerce,Remote,48298,44,3.8,7,6.2,3,18,0,0,0,1.5,5.6,3.2,2.5,5.7,5.2
Data Scientist,Senior,12,4.5,Startup (1-50),Healthcare Tech,Remote,40000,45,3.2,5,5.8,3,15,0,0,1,5.6,3.6,1.0,1.7,7.5,6.1
Frontend Developer,Senior,17,3.2,Enterprise (5000+),Enterprise Software,On-site,40000,46,4.9,40,4.6,4,12,0,0,0,7.5,7.1,2.6,5.7,7.3,2.9
Full Stack Developer,Mid,0,3.5,Mid (201-1000),AI / ML Startup,Hybrid,112512,42,5.0,26,5.6,5,7,1,1,1,6.5,7.7,5.6,5.6,2.8,6.5
Data Scientist,Junior,12,4.3,Startup (1-50),AI / ML Startup,Remote,73604,45,4.8,3,6.0,5,8,0,0,0,10.0,6.4,6.4,3.8,7.3,9.1
Full Stack Developer,Mid,9,1.6,Mid (201-1000),Gaming,Hybrid,68047,43,5.7,13,5.5,2,17,0,0,1,7.1,8.1,6.5,6.8,8.8,2.5
Frontend Developer,Senior,6,5.1,Mid (201-1000),SaaS / Cloud,Hybrid,40000,47,5.2,5,7.7,4,10,1,0,1,8.4,2.0,1.7,4.7,6.4,6.4
Frontend Developer,Senior,1,0.2,Startup (1-50),Healthcare Tech,On-site,91226,53,1.9,4,5.2,3,0,1,0,0,10.0,4.5,6.0,7.8,5.1,5.9
QA Engineer,Senior,19,3.7,Mid (201-1000),SaaS / Cloud,Remote,83542,45,3.1,16,7.2,4,13,0,0,1,3.6,5.1,5.6,2.5,3.9,8.9
Data Scientist,Junior,18,1.4,Mid (201-1000),Enterprise Software,On-site,66335,48,5.6,21,6.3,3,4,0,0,0,3.1,5.8,2.4,6.5,1.6,7.5
Cloud Engineer,Senior,12,0.7,Mid (201-1000),E-commerce,Remote,104161,43,3.3,5,7.4,2,16,0,0,1,4.3,2.0,5.1,4.6,5.7,4.8
Product Manager,Junior,0,1.3,Large (1001-5000),AI / ML Startup,Hybrid,65156,43,3.6,21,5.4,0,15,1,1,1,6.2,9.1,1.0,4.2,6.7,7.3
Frontend Developer,Senior,24,1.2,Small (51-200),Social Media / AdTech,Remote,108321,43,1.3,17,6.3,0,5,1,1,1,5.9,5.3,3.7,4.5,4.7,5.4
Data Analyst,Lead,17,3.9,Mid (201-1000),Fintech,Remote,85623,38,8.6,12,4.5,1,7,0,0,1,4.7,2.9,4.4,5.0,9.5,5.8
ML Engineer,Principal,12,1.4,Startup (1-50),SaaS / Cloud,Remote,171191,56,4.0,2,5.7,4,3,0,0,1,5.5,2.5,5.4,5.2,7.1,4.1
Backend Developer,Junior,7,2.5,Large (1001-5000),Cybersecurity,Hybrid,43707,44,4.3,28,5.6,5,21,1,1,1,6.7,7.4,3.8,6.3,6.1,3.8
Product Manager,Junior,10,6.8,Mid (201-1000),Healthcare Tech,Hybrid,61046,45,2.6,28,7.1,3,9,1,0,1,6.3,6.3,4.0,8.5,8.7,5.8
Data Scientist,Senior,5,0.9,Mid (201-1000),Healthcare Tech,Remote,126190,42,4.3,5,5.1,3,3,0,0,1,7.3,4.9,7.6,5.8,8.2,5.0
Backend Developer,Senior,15,5.7,Large (1001-5000),E-commerce,Hybrid,140109,52,5.6,17,6.8,2,10,0,0,0,6.5,6.9,7.2,10.0,5.9,6.2
Backend Developer,Junior,0,4.5,Mid (201-1000),Fintech,On-site,40000,54,3.3,27,5.0,2,15,1,0,0,2.5,6.3,3.2,7.7,7.8,2.2
DevOps Engineer,Lead,0,1.9,Enterprise (5000+),Cybersecurity,Hybrid,143091,53,7.1,28,4.3,1,9,1,0,1,6.8,6.2,5.9,2.1,7.0,6.1
Data Scientist,Senior,0,0.5,Startup (1-50),AI / ML Startup,Remote,108670,50,0.5,2,4.3,4,16,0,0,0,6.5,6.0,5.3,5.9,8.1,5.4
ML Engineer,Junior,19,1.6,Large (1001-5000),SaaS / Cloud,Hybrid,40000,47,4.4,15,6.2,2,13,0,0,1,8.0,3.1,2.3,6.7,6.6,4.5
Data Scientist,Senior,20,0.2,Mid (201-1000),Fintech,On-site,101410,56,2.3,22,7.3,3,6,0,0,1,4.7,4.6,6.4,5.4,7.6,5.8
ML Engineer,Lead,11,0.2,Small (51-200),Enterprise Software,Hybrid,177413,49,6.4,21,5.3,5,18,0,0,0,9.3,7.7,4.6,3.2,6.4,9.9
Full Stack Developer,Junior,0,0.4,Mid (201-1000),Fintech,Remote,69167,57,3.1,9,7.1,5,6,0,0,1,7.5,7.3,5.9,5.8,6.5,3.9
Backend Developer,Senior,8,2.5,Large (1001-5000),Consulting,Hybrid,40000,40,3.8,11,6.8,4,16,0,0,0,5.4,6.5,1.3,7.4,5.3,2.4
ML Engineer,Manager,9,2.0,Startup (1-50),Enterprise Software,Hybrid,144156,49,5.8,5,5.0,3,20,1,0,0,4.5,8.9,8.5,4.6,6.4,4.7
DevOps Engineer,Senior,10,2.0,Large (1001-5000),Enterprise Software,Remote,119739,50,4.5,12,7.0,3,13,0,0,1,1.0,8.4,7.6,4.8,4.4,5.5
Software Engineer,Lead,8,0.2,Large (1001-5000),Fintech,Remote,122157,48,3.8,19,6.6,2,6,1,1,1,5.1,6.2,5.4,2.6,7.8,7.4
Data Scientist,Senior,17,1.0,Large (1001-5000),Healthcare Tech,Hybrid,120312,40,3.6,8,4.5,3,10,0,0,0,3.6,8.4,8.3,3.5,5.8,7.1
Cybersecurity Engineer,Junior,5,1.6,Large (1001-5000),AI / ML Startup,Hybrid,52965,39,0.7,22,5.3,5,14,0,0,1,5.0,5.3,4.3,7.6,6.6,6.4
Data Scientist,Junior,12,4.6,Large (1001-5000),SaaS / Cloud,On-site,70849,40,2.4,9,7.0,4,11,0,0,1,5.7,5.7,6.0,5.9,3.8,4.1
Software Engineer,Junior,0,3.8,Mid (201-1000),Gaming,Remote,60066,48,5.1,27,6.3,1,17,0,0,1,8.5,3.1,7.2,7.7,5.6,8.0
Data Scientist,Mid,0,3.0,Mid (201-1000),Fintech,Remote,40000,41,3.4,29,5.8,6,12,0,0,1,6.0,6.7,4.4,5.0,6.0,2.1
Data Scientist,Mid,4,5.5,Large (1001-5000),Consulting,Remote,94725,46,0.8,9,6.0,1,18,0,0,1,5.9,3.1,6.2,6.0,6.4,7.3
Software Engineer,Senior,0,4.3,Small (51-200),Cybersecurity,On-site,84080,38,2.5,12,7.5,1,20,0,0,1,5.0,4.5,6.0,6.1,4.4,4.0
Backend Developer,Mid,0,1.8,Startup (1-50),Fintech,Remote,63548,50,5.1,3,5.7,3,15,1,0,1,1.7,5.4,2.0,2.9,6.3,7.0
Data Scientist,Mid,1,2.2,Small (51-200),SaaS / Cloud,On-site,99533,42,3.3,28,5.8,0,8,0,0,1,7.1,6.5,3.7,3.5,6.6,8.1
Data Scientist,Senior,1,0.3,Mid (201-1000),SaaS / Cloud,Hybrid,78955,50,0.7,29,6.5,4,17,1,1,1,6.8,7.1,3.1,4.8,7.3,5.4
Software Engineer,Junior,7,1.9,Large (1001-5000),Fintech,Remote,40000,47,2.9,14,5.7,7,9,0,0,1,7.9,5.8,5.2,3.7,8.2,8.7
ML Engineer,Mid,4,3.6,Large (1001-5000),AI / ML Startup,Hybrid,118733,47,6.0,20,6.0,5,12,0,0,1,2.5,7.0,4.1,5.3,4.7,3.9
Full Stack Developer,Manager,8,1.8,Large (1001-5000),E-commerce,Hybrid,161207,47,8.4,16,6.3,2,5,0,0,1,8.2,4.3,6.3,7.0,5.3,5.7
Data Scientist,Senior,2,5.0,Startup (1-50),Cybersecurity,Hybrid,48649,37,5.3,4,5.9,1,18,0,0,1,2.9,3.0,3.8,6.4,4.5,3.7
Backend Developer,Mid,5,2.6,Mid (201-1000),Gaming,Hybrid,89136,37,1.0,13,6.7,6,8,0,0,0,10.0,6.7,4.6,4.2,6.5,5.0
Software Engineer,Lead,0,1.7,Large (1001-5000),Social Media / AdTech,On-site,122192,55,3.9,9,5.0,5,7,1,1,1,3.8,5.2,1.5,7.0,4.7,4.6
Data Scientist,Mid,14,0.3,Large (1001-5000),Enterprise Software,On-site,120035,36,3.0,8,6.7,4,9,1,0,1,7.3,3.2,5.3,6.1,9.0,4.7
Data Analyst,Junior,11,5.7,Enterprise (5000+),Gaming,Remote,58290,48,4.7,21,4.6,6,4,1,0,1,7.7,6.3,5.0,6.0,6.4,10.0
Data Analyst,Lead,20,11.4,Small (51-200),Enterprise Software,Remote,40000,51,6.8,11,3.3,5,7,0,0,1,3.9,2.8,3.7,3.8,4.5,6.8
Full Stack Developer,Lead,13,1.3,Small (51-200),Fintech,Hybrid,40000,51,6.7,23,6.7,3,6,0,0,1,3.0,4.9,6.5,5.3,8.7,3.9
Software Engineer,Senior,10,1.9,Mid (201-1000),Healthcare Tech,On-site,81442,41,1.5,25,5.1,1,22,1,0,1,4.6,4.0,4.2,6.0,6.4,6.7
Full Stack Developer,Manager,0,0.2,Startup (1-50),Consulting,Remote,40661,52,4.9,6,4.1,5,21,0,0,1,6.7,7.4,4.9,7.4,8.1,6.3
QA Engineer,Senior,13,6.0,Large (1001-5000),SaaS / Cloud,Remote,94040,55,4.0,25,6.5,4,16,0,0,1,2.3,7.2,2.1,4.1,7.5,5.1
Data Scientist,Mid,25,6.5,Small (51-200),Enterprise Software,Hybrid,40000,42,6.3,6,7.7,3,10,0,0,0,6.6,3.8,7.3,3.0,7.1,5.9
QA Engineer,Manager,6,2.9,Enterprise (5000+),E-commerce,Remote,92531,50,5.0,43,6.8,0,18,1,1,1,3.8,6.2,2.7,6.0,7.8,6.8
Software Engineer,Mid,0,6.5,Mid (201-1000),Cybersecurity,On-site,40000,47,2.7,29,4.7,2,8,0,0,0,8.2,1.7,5.1,5.1,6.9,5.9
Data Scientist,Junior,5,4.7,Small (51-200),SaaS / Cloud,Remote,59590,48,6.1,6,4.6,3,15,0,0,1,4.3,6.6,4.5,5.7,10.0,8.0
Software Engineer,Junior,10,3.6,Small (51-200),E-commerce,On-site,40000,47,2.7,6,5.2,4,5,0,0,1,10.0,5.4,1.6,8.1,6.3,4.1
Software Engineer,Senior,14,2.8,Large (1001-5000),Fintech,Hybrid,40000,46,3.8,25,5.9,4,8,0,0,1,3.7,3.9,6.6,5.2,8.5,5.2
Backend Developer,Mid,4,2.3,Large (1001-5000),Healthcare Tech,Hybrid,97867,50,3.8,7,4.7,2,10,1,1,1,5.4,4.8,9.2,5.7,6.0,8.1
Frontend Developer,Junior,8,1.4,Enterprise (5000+),SaaS / Cloud,Hybrid,80703,50,4.7,39,3.6,2,8,1,0,1,5.4,5.6,7.0,9.3,3.9,7.6
Full Stack Developer,Junior,23,0.7,Large (1001-5000),E-commerce,On-site,57546,54,3.5,23,6.1,3,0,1,1,1,6.5,5.0,4.7,4.6,6.6,9.1
Data Analyst,Senior,10,1.7,Mid (201-1000),Enterprise Software,Hybrid,81449,43,2.8,14,6.6,1,20,1,0,0,4.1,4.7,6.8,2.9,5.5,5.5
Data Scientist,Lead,21,7.0,Large (1001-5000),Fintech,Remote,167935,58,6.7,21,4.5,3,19,1,0,1,2.7,3.2,7.0,4.2,7.5,4.8
Cybersecurity Engineer,Senior,8,1.4,Large (1001-5000),SaaS / Cloud,Remote,40000,48,2.0,28,4.2,1,13,1,0,1,6.0,4.1,7.8,7.9,5.8,6.2
ML Engineer,Mid,1,3.6,Enterprise (5000+),Cybersecurity,Remote,144095,51,2.3,29,7.5,3,18,0,0,0,5.8,3.0,7.5,8.3,10.0,9.2
ML Engineer,Lead,19,0.9,Startup (1-50),Healthcare Tech,On-site,46396,51,8.1,5,4.5,1,7,0,0,1,4.7,4.8,6.2,6.9,8.2,3.6
Software Engineer,Lead,7,3.1,Mid (201-1000),Consulting,Hybrid,83655,45,6.0,12,7.3,1,21,0,0,1,7.7,5.5,5.8,2.3,6.3,2.6
Data Analyst,Mid,4,0.1,Small (51-200),E-commerce,Remote,70868,45,5.6,29,6.2,2,15,1,1,1,5.7,3.4,6.9,2.3,8.1,5.2
Full Stack Developer,Senior,17,12.4,Large (1001-5000),Fintech,Hybrid,89599,50,2.1,14,4.4,5,9,0,0,1,5.4,8.8,5.7,3.0,7.3,5.1
Full Stack Developer,Mid,2,0.1,Small (51-200),Fintech,Hybrid,40000,45,2.0,13,5.8,5,9,0,0,1,2.1,7.1,3.3,9.0,10.0,3.9
Software Engineer,Senior,13,1.0,Mid (201-1000),SaaS / Cloud,On-site,40000,46,3.8,16,5.4,0,4,0,0,0,7.3,7.1,4.3,9.3,5.5,7.6
Frontend Developer,Senior,2,1.9,Large (1001-5000),Cybersecurity,Remote,85813,45,2.0,17,4.9,4,12,1,0,1,4.8,9.1,3.8,5.4,5.5,7.1
DevOps Engineer,Junior,4,0.3,Large (1001-5000),E-commerce,Hybrid,60612,52,2.9,27,6.6,3,11,1,0,1,2.1,7.4,5.0,4.8,7.4,3.8
Cybersecurity Engineer,Junior,18,1.9,Small (51-200),Cybersecurity,On-site,47449,42,4.5,19,6.4,3,13,1,0,0,5.8,6.9,3.0,5.0,8.0,3.8
Software Engineer,Junior,4,0.1,Startup (1-50),Social Media / AdTech,On-site,40000,46,6.7,4,9.1,1,11,0,0,1,5.8,4.7,4.0,8.5,4.7,6.1
Backend Developer,Junior,2,2.8,Mid (201-1000),Healthcare Tech,Remote,58013,45,3.1,22,5.0,2,19,0,0,1,2.8,2.9,2.7,4.5,4.1,3.2
Product Manager,Junior,10,3.0,Large (1001-5000),SaaS / Cloud,Hybrid,40000,49,3.3,24,5.4,4,5,1,0,1,5.2,7.3,3.6,3.5,3.8,4.5
Software Engineer,Junior,9,0.1,Mid (201-1000),Fintech,On-site,40000,46,4.0,29,7.1,0,11,1,0,1,7.8,4.3,4.7,4.5,5.2,4.2
Product Manager,Junior,1,8.7,Small (51-200),Consulting,On-site,40000,49,3.5,9,3.7,4,11,1,0,0,6.2,5.2,2.5,8.3,9.2,4.1
Data Scientist,Junior,2,3.5,Startup (1-50),Fintech,On-site,40000,43,4.1,4,7.3,2,11,0,0,0,4.6,6.9,5.9,8.8,6.7,3.9
Backend Developer,Junior,5,3.2,Startup (1-50),Healthcare Tech,Hybrid,54305,50,5.5,6,4.2,4,16,0,0,1,7.4,4.8,5.2,8.0,5.3,3.5
Frontend Developer,Mid,9,2.2,Large (1001-5000),E-commerce,Remote,95186,48,4.6,15,5.6,2,4,0,0,0,4.9,4.9,5.9,6.1,4.7,6.1
Product Manager,Senior,1,0.6,Mid (201-1000),Cybersecurity,Hybrid,140857,40,1.1,21,4.4,0,14,0,0,1,6.0,6.8,8.9,6.4,8.0,9.2
Frontend Developer,Senior,12,0.9,Mid (201-1000),E-commerce,On-site,70776,53,5.6,7,5.7,1,6,0,0,0,6.1,3.1,4.8,6.4,4.2,8.3
Cybersecurity Engineer,Mid,0,1.5,Mid (201-1000),E-commerce,On-site,40000,44,1.4,8,6.8,2,12,0,0,1,4.8,6.3,5.3,7.7,5.5,2.3
ML Engineer,Junior,5,0.3,Large (1001-5000),Enterprise Software,Hybrid,80480,47,5.3,26,7.3,3,21,0,0,1,6.4,3.1,6.1,3.8,6.4,3.1
Frontend Developer,Junior,8,1.4,Large (1001-5000),E-commerce,Hybrid,50833,47,2.8,19,6.0,1,8,0,0,0,10.0,3.9,5.9,7.6,4.3,9.6
DevOps Engineer,Manager,9,0.3,Small (51-200),Healthcare Tech,Remote,164253,47,6.6,22,4.5,1,25,0,0,1,7.3,5.9,6.4,4.6,5.2,6.7
Data Analyst,Senior,4,3.7,Mid (201-1000),AI / ML Startup,Hybrid,40000,37,2.6,24,5.4,2,0,0,0,0,4.4,7.4,7.8,6.3,6.4,9.0
Software Engineer,Mid,20,1.0,Mid (201-1000),E-commerce,Hybrid,58192,48,4.0,19,6.7,0,12,0,0,1,3.2,4.2,3.9,5.6,5.3,5.7
Product Manager,Junior,18,1.3,Startup (1-50),Consulting,Remote,53259,46,4.0,5,7.5,2,27,0,0,1,8.7,7.0,5.3,5.7,7.5,7.3
ML Engineer,Senior,9,5.1,Mid (201-1000),Healthcare Tech,On-site,134320,47,6.2,26,7.1,2,10,0,0,1,7.0,6.1,6.5,4.2,7.5,6.5
Data Analyst,Mid,7,5.0,Mid (201-1000),Enterprise Software,Remote,40000,47,1.3,28,5.9,2,5,0,0,1,5.8,4.8,4.7,5.0,5.1,8.6
Software Engineer,Senior,8,2.0,Large (1001-5000),Gaming,Remote,150388,42,7.3,8,5.2,3,2,0,0,1,5.4,8.3,3.8,3.9,9.3,5.8
Data Analyst,Senior,9,3.6,Mid (201-1000),Gaming,Hybrid,100934,48,4.3,23,7.0,3,20,0,0,1,7.5,6.7,6.3,4.5,6.1,4.3
Data Scientist,Mid,1,5.7,Mid (201-1000),Cybersecurity,Hybrid,112364,41,3.3,26,5.4,4,13,0,0,1,9.2,6.1,5.9,5.2,3.6,3.8
Full Stack Developer,Principal,14,3.5,Large (1001-5000),Gaming,On-site,161680,50,3.7,11,5.1,3,20,0,0,1,7.5,8.1,1.3,8.0,8.2,6.2
Backend Developer,Senior,18,0.6,Large (1001-5000),AI / ML Startup,On-site,106848,48,5.0,16,6.5,2,18,0,0,1,6.0,5.3,8.8,4.6,8.8,5.0
Data Scientist,Principal,0,3.3,Large (1001-5000),Gaming,Hybrid,216652,54,5.3,10,5.3,6,17,1,1,0,7.4,5.8,4.2,4.9,7.7,5.3
Full Stack Developer,Junior,0,8.8,Mid (201-1000),E-commerce,Hybrid,50739,47,2.6,7,4.1,5,24,1,1,0,8.2,8.3,5.0,4.2,6.7,4.8
Data Analyst,Senior,5,0.1,Mid (201-1000),Consulting,On-site,40000,46,3.2,19,5.6,2,25,0,0,1,1.0,7.0,3.7,4.9,7.6,7.4
DevOps Engineer,Junior,6,0.2,Mid (201-1000),Gaming,On-site,68504,48,0.0,11,5.8,3,19,0,0,0,6.8,3.2,9.8,7.1,4.8,5.3
Product Manager,Mid,1,1.0,Small (51-200),Consulting,Hybrid,77836,45,1.6,12,5.8,3,11,0,0,1,8.4,6.8,4.9,4.2,6.6,8.1
Product Manager,Lead,8,0.3,Mid (201-1000),SaaS / Cloud,On-site,70696,51,6.7,26,7.3,2,16,1,0,1,4.7,6.2,5.3,7.2,6.4,4.0
Backend Developer,Mid,6,3.3,Enterprise (5000+),Fintech,Hybrid,40000,45,3.9,38,6.4,4,24,1,0,1,6.7,9.6,6.0,6.6,7.6,5.2
Data Scientist,Junior,13,3.2,Startup (1-50),Healthcare Tech,Remote,40000,49,4.7,8,6.4,2,10,0,0,0,9.0,3.6,2.1,5.9,4.4,7.1
Backend Developer,Senior,2,0.2,Small (51-200),Enterprise Software,On-site,96346,47,5.5,17,5.6,4,5,0,0,0,4.7,6.5,2.1,6.7,7.1,8.7
QA Engineer,Manager,10,0.2,Large (1001-5000),AI / ML Startup,On-site,110306,55,6.3,8,6.7,3,14,0,0,0,7.8,6.4,6.7,5.0,4.0,5.3
Data Analyst,Mid,10,7.7,Enterprise (5000+),SaaS / Cloud,Hybrid,57920,43,4.2,44,5.7,2,13,0,0,1,2.9,5.8,1.6,6.6,6.7,5.6
ML Engineer,Mid,0,11.6,Startup (1-50),Healthcare Tech,Hybrid,45571,41,4.9,6,6.0,1,18,0,0,1,4.6,8.0,3.6,8.0,4.6,4.5
DevOps Engineer,Lead,0,2.1,Startup (1-50),Fintech,Hybrid,144218,50,8.3,7,6.9,6,5,0,0,1,4.2,5.8,6.7,3.3,8.9,9.0
Product Manager,Manager,1,0.2,Small (51-200),Fintech,Hybrid,40170,55,6.5,26,6.9,3,4,1,0,1,9.7,5.7,5.0,2.5,7.7,6.1
Frontend Developer,Mid,0,0.6,Startup (1-50),Consulting,On-site,63263,47,3.4,5,5.8,3,20,1,0,1,8.2,8.0,6.0,2.0,6.2,6.4
Data Analyst,Junior,16,0.7,Large (1001-5000),Gaming,Hybrid,49442,46,2.9,19,8.4,4,8,0,0,1,8.7,6.4,3.8,2.8,5.0,6.2
Software Engineer,Mid,2,4.2,Mid (201-1000),E-commerce,On-site,80961,44,2.9,21,6.2,2,15,0,0,0,5.7,3.1,5.3,7.0,8.6,3.1
ML Engineer,Senior,0,5.4,Enterprise (5000+),E-commerce,Hybrid,40950,41,1.8,27,6.2,0,21,1,0,0,7.0,4.1,3.8,8.1,7.8,4.3
DevOps Engineer,Mid,3,6.9,Small (51-200),SaaS / Cloud,Remote,81829,46,3.0,13,6.3,2,15,1,0,0,7.4,3.1,4.9,4.3,7.8,6.0
Frontend Developer,Junior,12,0.1,Large (1001-5000),Fintech,Hybrid,64868,39,0.0,26,7.2,3,8,0,0,1,5.7,3.6,6.1,5.7,8.7,7.0
Full Stack Developer,Mid,14,0.6,Startup (1-50),Healthcare Tech,On-site,40000,47,3.3,3,8.4,2,8,1,1,0,7.4,5.3,6.0,7.5,7.4,5.7
DevOps Engineer,Junior,17,0.4,Startup (1-50),SaaS / Cloud,Remote,50066,52,3.8,3,7.0,2,9,1,0,1,4.0,5.5,1.0,4.0,4.6,8.7
Data Scientist,Lead,10,2.8,Large (1001-5000),Fintech,Hybrid,110230,47,7.6,29,7.1,3,11,1,0,0,7.0,6.5,6.1,7.9,7.7,4.7
ML Engineer,Senior,2,4.2,Startup (1-50),E-commerce,Remote,40000,47,9.0,5,6.6,1,4,0,0,1,4.4,4.0,4.0,8.5,7.5,6.4
Data Scientist,Principal,6,1.9,Mid (201-1000),Cybersecurity,Remote,54402,47,4.4,22,6.1,4,0,0,0,0,1.0,2.6,3.2,4.9,7.0,3.3
ML Engineer,Mid,14,3.0,Enterprise (5000+),Fintech,Hybrid,84598,47,3.4,26,5.6,0,6,0,0,1,8.1,5.5,4.2,7.8,5.5,3.0
Backend Developer,Principal,20,1.1,Small (51-200),Healthcare Tech,Hybrid,40000,51,2.5,29,5.6,4,15,0,0,0,7.9,3.8,4.0,5.3,6.7,7.4
Software Engineer,Senior,16,0.2,Small (51-200),Gaming,Remote,86296,45,2.6,14,5.3,7,15,0,0,0,6.2,3.8,3.6,7.0,7.2,8.4
Software Engineer,Senior,15,6.3,Large (1001-5000),Cybersecurity,Remote,102169,47,3.7,15,5.2,2,7,0,0,1,6.5,3.2,5.7,2.9,5.1,6.3
Product Manager,Junior,10,0.9,Large (1001-5000),Social Media / AdTech,Hybrid,47599,58,4.2,15,5.5,7,1,0,0,1,6.2,4.4,3.7,8.6,3.5,5.1
Backend Developer,Lead,12,1.1,Mid (201-1000),Consulting,Hybrid,43921,48,4.4,5,6.0,5,13,0,0,1,5.6,5.8,4.6,8.0,5.6,3.1
Product Manager,Mid,16,3.4,Mid (201-1000),E-commerce,On-site,91988,46,3.3,16,4.7,4,16,0,0,1,6.5,6.2,5.9,7.3,4.0,5.9
Data Analyst,Manager,6,5.9,Small (51-200),AI / ML Startup,Remote,106733,48,6.4,11,6.2,0,7,0,0,1,5.8,6.2,7.1,4.5,7.9,6.1
Product Manager,Junior,12,2.2,Startup (1-50),Healthcare Tech,Hybrid,50138,40,2.9,5,6.7,5,4,0,0,1,3.9,6.6,2.4,7.5,5.5,3.6
Software Engineer,Principal,22,0.8,Startup (1-50),SaaS / Cloud,Remote,158697,44,3.3,2,6.8,4,9,0,0,1,3.0,5.6,7.4,3.9,7.4,5.4
Data Analyst,Junior,5,0.9,Mid (201-1000),AI / ML Startup,On-site,40000,41,5.3,9,3.0,4,3,1,1,1,7.2,4.7,4.8,4.8,7.4,3.9
DevOps Engineer,Junior,0,1.1,Large (1001-5000),AI / ML Startup,Hybrid,85499,43,2.3,11,6.6,4,12,0,0,1,8.3,4.8,6.9,2.0,7.0,5.3
Product Manager,Senior,13,2.0,Startup (1-50),SaaS / Cloud,Hybrid,40000,48,2.7,2,5.9,4,14,0,0,1,7.9,3.9,4.6,5.7,5.4,7.6
ML Engineer,Senior,13,3.3,Mid (201-1000),Fintech,Hybrid,112990,44,0.0,9,7.6,4,18,0,0,1,2.7,5.1,4.9,2.2,7.4,6.4
Data Scientist,Senior,14,6.9,Mid (201-1000),E-commerce,Hybrid,122278,37,2.3,23,6.5,4,6,1,1,1,3.5,5.7,9.2,3.5,7.3,8.0
Data Analyst,Principal,16,9.8,Small (51-200),Cybersecurity,Hybrid,144610,47,2.4,7,5.9,0,14,0,0,0,9.3,6.9,1.8,4.5,8.1,6.8
Backend Developer,Senior,8,0.1,Small (51-200),AI / ML Startup,On-site,87962,40,0.3,5,4.7,3,12,0,0,1,4.0,4.9,4.8,2.6,5.5,1.8
Frontend Developer,Manager,2,5.8,Mid (201-1000),Healthcare Tech,Hybrid,141658,52,7.0,20,6.7,3,5,0,0,1,4.4,2.3,5.5,5.5,3.7,8.8
Cybersecurity Engineer,Mid,3,0.1,Mid (201-1000),Social Media / AdTech,On-site,63645,43,4.9,24,5.6,6,14,0,0,1,4.1,7.6,6.4,5.6,6.9,6.0
Software Engineer,Lead,15,2.9,Mid (201-1000),Social Media / AdTech,Remote,40000,54,6.6,7,6.4,4,8,1,1,1,3.2,6.4,4.9,7.1,5.7,4.8
DevOps Engineer,Principal,8,2.5,Mid (201-1000),SaaS / Cloud,Hybrid,140894,51,2.8,13,4.1,2,6,0,0,1,5.4,6.0,6.7,5.6,9.3,4.4
Full Stack Developer,Principal,5,12.1,Startup (1-50),SaaS / Cloud,Remote,136486,54,3.2,8,4.9,3,13,0,0,1,6.0,7.2,3.6,2.7,9.3,6.8
Frontend Developer,Senior,25,0.4,Small (51-200),Gaming,Remote,75718,52,2.4,7,4.4,1,7,1,1,1,9.0,2.5,4.5,3.6,9.4,7.2
Software Engineer,Lead,1,0.8,Small (51-200),Healthcare Tech,Remote,40000,45,7.3,9,6.1,3,17,0,0,1,3.7,6.8,4.1,3.6,6.7,10.0
Cloud Engineer,Senior,25,1.8,Mid (201-1000),Healthcare Tech,On-site,97013,47,4.5,25,5.2,0,8,0,0,1,6.2,6.4,5.7,3.9,8.3,8.5
DevOps Engineer,Junior,7,3.7,Mid (201-1000),AI / ML Startup,Remote,40000,44,6.7,27,7.8,2,9,1,1,1,3.8,2.0,1.0,4.4,6.2,8.0
Product Manager,Mid,11,2.5,Enterprise (5000+),AI / ML Startup,On-site,87989,46,3.5,53,7.2,1,15,0,0,1,7.9,2.2,7.0,4.6,6.4,3.9
Software Engineer,Senior,6,6.1,Mid (201-1000),Healthcare Tech,Remote,40000,40,1.9,6,5.4,0,17,0,0,1,3.6,5.5,1.8,5.4,5.2,6.0
Software Engineer,Senior,15,0.1,Startup (1-50),SaaS / Cloud,Remote,43400,49,3.5,3,6.9,1,12,0,0,1,8.0,7.3,3.4,5.3,9.7,6.8
DevOps Engineer,Senior,18,10.6,Small (51-200),Fintech,Remote,134499,35,2.9,28,5.4,0,17,1,1,0,5.2,5.0,3.8,5.5,8.8,5.4
